ERA,LAUNCH_YEAR,CATEGORY,PRODUCT_TYPE,PRODUCT_NAME,FORMULA,FINISH,FINISH_GROUP,SHADE_CODE,PAN_NUMBER,SHADE_NAME,SHADE_DESCRIPTION,COLOR_FAMILY,SHADE_DEPTH_ORDER,SHADE_DEPTH_GROUP,UNDERTONE_INFERRED_CMYK,UNDERTONE_CONFIDENCE,SHADE_FUNCTION,STICKER_PRICE,SIZE_OZ,PRICE_PER_OZ,C_PCT,M_PCT,Y_PCT,K_PCT,R_PCT,G_PCT,B_PCT,R_255,G_255,B_255,COLOR_VALUE_SOURCE,IS_COMPLEXION,IS_COLOR_COSMETIC,IS_MULTIUSE,IS_POWDER,IS_CREAM,IS_OUT_OF_STOCK,OOS_CAPTURE_DATE,SHADE_COUNT_FOR_PRODUCT,SOURCE_URL
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,108,,Heart & Fast,Deep Chocolate Brown,brown,,,unknown,low,color_cosmetic,34,0.1,340,0,62,59,36,0.64,0.2432,0.2624,163,62,67,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,501,,Haute & Naughty,Deep Bright Plum,berry_plum,,,unknown,low,color_cosmetic,34,0.1,340,0,73,41,37,0.63,0.1701,0.3717,161,43,95,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,300,,Fully Loaded,Soft Orange Coral,coral_orange,,,unknown,low,color_cosmetic,34,0.1,340,0,69,64,15,0.85,0.2635,0.306,217,67,78,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,104,,Eat It Up,Cool Medium Beige,nude,,,unknown,low,color_cosmetic,34,0.1,340,0,43,42,29,0.71,0.4047,0.4118,181,103,105,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,109,,Burning Up,Deep Dark Brown,brown,,,unknown,low,color_cosmetic,34,0.1,340,0,58,57,56,0.44,0.1848,0.1892,112,47,48,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,106,,Burning Desire,Yellow Brown,brown,,,unknown,low,color_cosmetic,34,0.1,340,0,44,50,26,0.74,0.4144,0.37,189,106,94,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,103,,Booty Call,Warm Maroon Beige,nude,,,unknown,low,color_cosmetic,34,0.1,340,0,47,53,15,0.85,0.4505,0.3995,217,115,102,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Lips,Lipstick,Heart On Lipstick,Lipstick,High Shine,shine_gloss,100,,Blow Stick,Warm Fair Beige,nude,,,unknown,low,color_cosmetic,34,0.1,340,0,27,38,5,0.95,0.6935,0.589,242,177,150,converted_from_rgb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6/26/2026,20,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,113,,Twin Cheeks,Deep Pink Nude,pink,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,69,53,15,0.85,0.2635,0.3995,217,67,102,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,112,,Shady Business,Rosewood Nude,nude,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,57,53,18,0.82,0.3526,0.3854,209,90,98,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,111,,Self Centered,Mauvy Nude,nude,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,45,41,14,0.86,0.473,0.5074,219,121,129,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,511,,Pink Kink,Intense Fuchsia,pink,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,74,49,1,0.99,0.2574,0.5049,252,66,129,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,210,,Papa Don't Peach,Vibrant Coral,coral_orange,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,50,66,0,1,0.5,0.34,255,128,87,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,510,,Last Word,Vibrant Lilac,purple,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,49,15,24,0.76,0.3876,0.646,194,99,165,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,110,,Hot Flush,Vibrant Fresh Pink,pink,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,36,24,1,0.99,0.6336,0.7524,252,162,192,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,410,,Freaks & Cheeks,Deep Plum,berry_plum,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,75,50,35,0.65,0.1625,0.325,166,41,83,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
revival,2026,Face,Blush,Joystick Blush,Cream,Natural,natural,310,,Cherry Tease,Deep Blue Red,red,,,unknown,low,color_cosmetic,35,0.21,166.666666667,0,85,69,42,0.58,0.087,0.1798,148,22,46,converted_from_rgb,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,6/26/2026,10,mjb_2026.txt
